"set","same_direction_bh_timepoints","opposite_direction_bh_timepoints","both_bh_timepoints","pah_direction","pah_fdr"
"GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_MIGRATION",0,0,0,"Down",0.966282148655136
"GOBP_NEGATIVE_REGULATION_OF_MACROPHAGE_ACTIVATION",0,0,0,"Up",0.966282148655136
"GOBP_NEURON_APOPTOTIC_PROCESS",0,0,0,"Down",0.966282148655136
"GOBP_POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE_SPINDLE_ASSEMBLY_CHECKPOINT",0,0,0,"Up",0.966282148655136
"GOBP_POSITIVE_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY",0,0,0,"Down",0.966282148655136
"GOBP_POSITIVE_REGULATION_OF_TRANSPORTER_ACTIVITY",0,0,0,"Up",0.966282148655136
"GOBP_POST_GOLGI_VESICLE_MEDIATED_TRANSPORT",0,0,0,"Up",0.966282148655136
"GOBP_POTASSIUM_ION_HOMEOSTASIS",0,0,0,"Down",0.966282148655136
"GOBP_PURINE_NUCLEOSIDE_METABOLIC_PROCESS",0,0,0,"Up",0.966282148655136
"GOBP_PURINE_NUCLEOTIDE_SALVAGE",0,0,0,"Down",0.966282148655136
"GOBP_RECEPTOR_CLUSTERING",0,0,0,"Down",0.966282148655136
"GOBP_REGULATION_OF_CELL_KILLING",0,0,0,"Up",0.966282148655136
"GOBP_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY",0,0,0,"Down",0.966282148655136
"GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION",0,0,0,"Down",0.966282148655136
"GOBP_REGULATION_OF_HORMONE_METABOLIC_PROCESS",0,0,0,"Down",0.966282148655136
"GOBP_REGULATION_OF_MITOCHONDRION_ORGANIZATION",0,0,0,"Up",0.966282148655136
"GOBP_REGULATION_OF_NEURON_APOPTOTIC_PROCESS",0,0,0,"Down",0.966282148655136
"GOBP_REGULATION_OF_OSSIFICATION",0,0,0,"Down",0.966282148655136
"GOBP_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY",0,0,0,"Down",0.966282148655136
"GOBP_REGULATION_OF_SEQUESTERING_OF_TRIGLYCERIDE",0,0,0,"Up",0.966282148655136
"GOBP_RESPONSE_TO_INTERLEUKIN_2",0,0,0,"Down",0.966282148655136
"GOBP_RESPONSE_TO_MERCURY_ION",0,0,0,"Down",0.966282148655136
"GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS",0,0,0,"Down",0.966282148655136
"GOBP_SEMINIFEROUS_TUBULE_DEVELOPMENT",0,0,0,"Down",0.966282148655136
"GOBP_SPINDLE_LOCALIZATION",0,0,0,"Up",0.966282148655136
"GOBP_TOXIN_TRANSPORT",0,0,0,"Down",0.966282148655136
"GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION",0,0,0,"Up",0.966282148655136
"GOBP_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS_VIA_THE_C_END_DEGRON_RULE_PATHWAY",0,0,0,"Up",0.966282148655136
"GOBP_VESICLE_MEDIATED_TRANSPORT_TO_THE_PLASMA_MEMBRANE",0,0,0,"Down",0.966282148655136
"GOBP_RESPONSE_TO_OXIDATIVE_STRESS",0,0,0,"Up",0.966329941199405
"GOBP_HETEROTYPIC_CELL_CELL_ADHESION",0,0,0,"Down",0.966438035323413
"GOBP_NEGATIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS",0,0,0,"Down",0.966438035323413
"GOBP_REGULATION_OF_EXECUTION_PHASE_OF_APOPTOSIS",0,0,0,"Up",0.966438035323413
"GOBP_AXONEMAL_DYNEIN_COMPLEX_ASSEMBLY",0,0,0,"Up",0.96649701414655
"GOBP_NUCLEOSIDE_DIPHOSPHATE_CATABOLIC_PROCESS",0,0,0,"Down",0.966527799695465
"GOBP_SEMAPHORIN_PLEXIN_SIGNALING_PATHWAY_INVOLVED_IN_NEURON_PROJECTION_GUIDANCE",0,0,0,"Up",0.966527799695465
"GOBP_CENTRIOLE_ASSEMBLY",0,0,0,"Up",0.967429592100907
"GOBP_ENDOSOMAL_VESICLE_FUSION",0,0,0,"Up",0.967429592100907
"GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE",0,0,0,"Down",0.967429592100907
"GOBP_NEGATIVE_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY",0,0,0,"Down",0.967429592100907
"GOBP_PROTEIN_POLYUBIQUITINATION",0,0,0,"Down",0.967429592100907
"GOBP_REGULATION_OF_CELL_PROJECTION_ASSEMBLY",0,0,0,"Up",0.967429592100907
"GOBP_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS",0,0,0,"Down",0.967429592100907
"GOBP_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE",0,0,0,"Up",0.967429592100907
"GOBP_NOTCH_SIGNALING_PATHWAY",0,0,0,"Up",0.96743266402757
"GOBP_TRANSPORT_ALONG_MICROTUBULE",0,0,0,"Up",0.967588802874522
"GOBP_LYMPHOID_PROGENITOR_CELL_DIFFERENTIATION",0,0,0,"Up",0.967655720490283
"GOBP_LYTIC_VACUOLE_ORGANIZATION",0,0,0,"Up",0.967655720490283
"GOBP_POLARIZED_EPITHELIAL_CELL_DIFFERENTIATION",0,0,0,"Down",0.967655720490283
"GOBP_POSITIVE_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY",0,0,0,"Up",0.967655720490283
"GOBP_PROTEIN_LOCALIZATION_TO_PRESYNAPSE",0,0,0,"Down",0.967655720490283
"GOBP_REGULATION_OF_INSULIN_SECRETION",0,0,0,"Up",0.967659170852629
"GOBP_DENDRITIC_TRANSPORT",0,0,0,"Up",0.967747841753308
"GOBP_ALDEHYDE_CATABOLIC_PROCESS",0,0,0,"Up",0.967801694843749
"GOBP_ASPARTATE_TRANSMEMBRANE_TRANSPORT",0,0,0,"Up",0.967801694843749
"GOBP_ASTROCYTE_ACTIVATION",0,0,0,"Down",0.967801694843749
"GOBP_AUTOPHAGOSOME_MATURATION",0,0,0,"Up",0.967801694843749
"GOBP_BRAIN_MORPHOGENESIS",0,0,0,"Down",0.967801694843749
"GOBP_CHAPERONE_MEDIATED_PROTEIN_FOLDING",0,0,0,"Up",0.967801694843749
"GOBP_DEFINITIVE_HEMOPOIESIS",0,0,0,"Up",0.967801694843749
"GOBP_HEMATOPOIETIC_STEM_CELL_HOMEOSTASIS",0,0,0,"Down",0.967801694843749
"GOBP_HYPERSENSITIVITY",0,0,0,"Up",0.967801694843749
"GOBP_LATE_ENDOSOME_TO_VACUOLE_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY",0,0,0,"Up",0.967801694843749
"GOBP_LIVER_REGENERATION",0,0,0,"Up",0.967801694843749
"GOBP_MAST_CELL_MIGRATION",0,0,0,"Up",0.967801694843749
"GOBP_MICROTUBULE_BASED_TRANSPORT",0,0,0,"Up",0.967801694843749
"GOBP_MICROVILLUS_ASSEMBLY",0,0,0,"Up",0.967801694843749
"GOBP_MOTOR_NEURON_AXON_GUIDANCE",0,0,0,"Down",0.967801694843749
"GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE",0,0,0,"Down",0.967801694843749
"GOBP_NEGATIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION",0,0,0,"Down",0.967801694843749
"GOBP_NEGATIVE_REGULATION_OF_INNATE_IMMUNE_RESPONSE",0,0,0,"Up",0.967801694843749
"GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS",0,0,0,"Down",0.967801694843749
"GOBP_NEGATIVE_REGULATION_OF_VIRAL_TRANSCRIPTION",0,0,0,"Up",0.967801694843749
"GOBP_ORGANISM_EMERGENCE_FROM_PROTECTIVE_STRUCTURE",0,0,0,"Up",0.967801694843749
"GOBP_PHOSPHATIDYLINOSITOL_METABOLIC_PROCESS",0,0,0,"Up",0.967801694843749
"GOBP_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS",0,0,0,"Up",0.967801694843749
"GOBP_POSITIVE_REGULATION_OF_MAST_CELL_ACTIVATION",0,0,0,"Up",0.967801694843749
"GOBP_POSITIVE_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY",0,0,0,"Up",0.967801694843749
"GOBP_PRE_MIRNA_PROCESSING",0,0,0,"Up",0.967801694843749
"GOBP_REGULATION_OF_ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION",0,0,0,"Up",0.967801694843749
"GOBP_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN",0,0,0,"Up",0.967801694843749
"GOBP_REGULATION_OF_HYPERSENSITIVITY",0,0,0,"Up",0.967801694843749
"GOBP_REGULATION_OF_LONG_TERM_SYNAPTIC_DEPRESSION",0,0,0,"Up",0.967801694843749
"GOBP_REGULATORY_NCRNA_PROCESSING",0,0,0,"Up",0.967801694843749
"GOBP_RESPONSE_TO_COBALT_ION",0,0,0,"Down",0.967801694843749
"GOBP_RESPONSE_TO_MECHANICAL_STIMULUS",0,0,0,"Up",0.967801694843749
"GOBP_RESPONSE_TO_PEPTIDE_HORMONE",0,0,0,"Down",0.967801694843749
"GOBP_SPINDLE_ASSEMBLY",0,0,0,"Down",0.967801694843749
"GOBP_TRICARBOXYLIC_ACID_CYCLE",0,0,0,"Down",0.967801694843749
"GOBP_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION",0,0,0,"Down",0.968377642176159
"GOBP_NEGATIVE_REGULATION_OF_BLOOD_CIRCULATION",0,0,0,"Up",0.968377642176159
"GOBP_NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY",0,0,0,"Down",0.968377642176159
"GOBP_PEPTIDE_CATABOLIC_PROCESS",0,0,0,"Up",0.968377642176159
"GOBP_PROTEIN_POLYMERIZATION",0,0,0,"Down",0.968377642176159
"GOBP_RAB_PROTEIN_SIGNAL_TRANSDUCTION",0,0,0,"Down",0.968377642176159
"GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS",0,0,0,"Up",0.968377642176159
"GOBP_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNE_RESPONSE_TO_TUMOR_CELL",0,0,0,"Up",0.968377642176159
"GOBP_REGULATION_OF_SPINDLE_ORGANIZATION",0,0,0,"Up",0.968377642176159
"GOBP_SALIVARY_GLAND_DEVELOPMENT",0,0,0,"Down",0.968377642176159
"GOBP_CELLULAR_RESPONSE_TO_CAMP",0,0,0,"Up",0.968577986865131
"GOBP_DENDRITE_MORPHOGENESIS",0,0,0,"Down",0.968577986865131
"GOBP_MITOTIC_RECOMBINATION",0,0,0,"Up",0.968577986865131
"GOBP_NEGATIVE_REGULATION_OF_MACROPHAGE_MIGRATION",0,0,0,"Down",0.968577986865131
"GOBP_RESPIRATORY_CHAIN_COMPLEX_IV_ASSEMBLY",0,0,0,"Up",0.968577986865131
"GOBP_RESPONSE_TO_ORGANOPHOSPHORUS",0,0,0,"Down",0.968577986865131
"GOBP_RIBOSE_PHOSPHATE_BIOSYNTHETIC_PROCESS",0,0,0,"Up",0.968577986865131
"GOBP_POSITIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION",0,0,0,"Down",0.968761066659031
"GOBP_PROTEIN_DESTABILIZATION",0,0,0,"Down",0.968761066659031
"GOBP_REGULATION_OF_GOLGI_ORGANIZATION",0,0,0,"Up",0.968761066659031
"GOBP_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT",0,0,0,"Down",0.968761066659031
"GOBP_RESPONSE_TO_HEPATOCYTE_GROWTH_FACTOR",0,0,0,"Up",0.968761066659031
"GOBP_RESPONSE_TO_INTERFERON_ALPHA",0,0,0,"Up",0.968761066659031
"GOBP_SHORT_CHAIN_FATTY_ACID_METABOLIC_PROCESS",0,0,0,"Up",0.968761066659031
"GOBP_VESICLE_TETHERING",0,0,0,"Down",0.968761066659031
"GOBP_MEIOTIC_CELL_CYCLE_PROCESS",0,0,0,"Up",0.969206181881861
"GOBP_TRNA_PROCESSING",0,0,0,"Up",0.969726846885523
"GOBP_RNA_3_END_PROCESSING",0,0,0,"Up",0.970230153487858
"GOBP_GLOMERULAR_BASEMENT_MEMBRANE_DEVELOPMENT",0,0,0,"Up",0.970549534609238
"GOBP_REGULATION_OF_CELLULAR_COMPONENT_SIZE",0,0,0,"Down",0.970549534609238
"GOBP_REGULATION_OF_CELL_SUBSTRATE_JUNCTION_ORGANIZATION",0,0,0,"Up",0.970549534609238
"GOBP_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT",0,0,0,"Up",0.970549534609238
"GOBP_BLASTOCYST_GROWTH",0,0,0,"Down",0.970998728594664
"GOBP_CELLULAR_HYPEROSMOTIC_RESPONSE",0,0,0,"Down",0.970998728594664
"GOBP_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS",0,0,0,"Down",0.970998728594664
"GOBP_CELLULAR_RESPONSE_TO_OSMOTIC_STRESS",0,0,0,"Up",0.970998728594664
"GOBP_COMPLEMENT_DEPENDENT_CYTOTOXICITY",0,0,0,"Up",0.970998728594664
"GOBP_CONSTITUTIVE_HETEROCHROMATIN_FORMATION",0,0,0,"Up",0.970998728594664
"GOBP_EMBRYONIC_VISCEROCRANIUM_MORPHOGENESIS",0,0,0,"Down",0.970998728594664
"GOBP_ER_ASSOCIATED_MISFOLDED_PROTEIN_CATABOLIC_PROCESS",0,0,0,"Up",0.970998728594664
"GOBP_FOCAL_ADHESION_ASSEMBLY",0,0,0,"Down",0.970998728594664
"GOBP_GLIAL_CELL_APOPTOTIC_PROCESS",0,0,0,"Down",0.970998728594664
"GOBP_GLUCOSE_IMPORT",0,0,0,"Up",0.970998728594664
"GOBP_IMMUNOGLOBULIN_PRODUCTION",0,0,0,"Up",0.970998728594664
"GOBP_MULTIVESICULAR_BODY_ORGANIZATION",0,0,0,"Up",0.970998728594664
"GOBP_NEGATIVE_REGULATION_OF_ACTIVATED_T_CELL_PROLIFERATION",0,0,0,"Up",0.970998728594664
"GOBP_NEGATIVE_REGULATION_OF_AXON_EXTENSION",0,0,0,"Up",0.970998728594664
"GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS",0,0,0,"Up",0.970998728594664
"GOBP_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS",0,0,0,"Down",0.970998728594664
"GOBP_NEGATIVE_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION",0,0,0,"Up",0.970998728594664
"GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS",0,0,0,"Down",0.970998728594664
"GOBP_NEGATIVE_REGULATION_OF_THYMOCYTE_APOPTOTIC_PROCESS",0,0,0,"Down",0.970998728594664
"GOBP_PEPTIDYL_PROLINE_HYDROXYLATION",0,0,0,"Down",0.970998728594664
"GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_IMPORT",0,0,0,"Down",0.970998728594664
"GOBP_POSITIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS",0,0,0,"Down",0.970998728594664
"GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION",0,0,0,"Down",0.970998728594664
"GOBP_POSITIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY",0,0,0,"Down",0.970998728594664
"GOBP_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY",0,0,0,"Down",0.970998728594664
"GOBP_POSITIVE_REGULATION_OF_ORGANELLE_ASSEMBLY",0,0,0,"Down",0.970998728594664
"GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS",0,0,0,"Down",0.970998728594664
"GOBP_REGULATION_OF_CELL_SUBSTRATE_ADHESION",0,0,0,"Down",0.970998728594664
"GOBP_REGULATION_OF_CYTOKINESIS",0,0,0,"Up",0.970998728594664
"GOBP_REGULATION_OF_CYTOSKELETON_ORGANIZATION",0,0,0,"Up",0.970998728594664
"GOBP_REGULATION_OF_GLIAL_CELL_PROLIFERATION",0,0,0,"Down",0.970998728594664
"GOBP_REGULATION_OF_MICROTUBULE_CYTOSKELETON_ORGANIZATION",0,0,0,"Down",0.970998728594664
"GOBP_REGULATION_OF_NATURAL_KILLER_CELL_DIFFERENTIATION",0,0,0,"Down",0.970998728594664
"GOBP_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT",0,0,0,"Down",0.970998728594664
"GOBP_REGULATION_OF_SYNAPSE_MATURATION",0,0,0,"Down",0.970998728594664
"GOBP_RESPONSE_TO_CADMIUM_ION",0,0,0,"Up",0.970998728594664
"GOBP_RESPONSE_TO_INTERLEUKIN_15",0,0,0,"Down",0.970998728594664
"GOBP_SPINDLE_ORGANIZATION",0,0,0,"Down",0.970998728594664
"GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY",0,0,0,"Down",0.970998728594664
"GOBP_VESICLE_COATING",0,0,0,"Down",0.970998728594664
"GOBP_VITAMIN_D_RECEPTOR_SIGNALING_PATHWAY",0,0,0,"Down",0.970998728594664
"GOBP_NEGATIVE_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION",0,0,0,"Up",0.971714486877036
"GOBP_DNA_STRAND_ELONGATION_INVOLVED_IN_DNA_REPLICATION",0,0,0,"Up",0.971745003025
"GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_VACUOLE",0,0,0,"Up",0.971745003025
"GOBP_NEGATIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS",0,0,0,"Down",0.971745003025
"GOBP_ORGANELLE_INHERITANCE",0,0,0,"Down",0.971745003025
"GOBP_POSITIVE_REGULATION_OF_B_CELL_DIFFERENTIATION",0,0,0,"Down",0.971745003025
"GOBP_POSTSYNAPTIC_SPECIALIZATION_ORGANIZATION",0,0,0,"Up",0.971745003025
"GOBP_POSITIVE_REGULATION_OF_FOCAL_ADHESION_ASSEMBLY",0,0,0,"Down",0.972105806861507
"GOBP_GOLGI_LOCALIZATION",0,0,0,"Down",0.97223260402859
"GOBP_RESPONSE_TO_LIPOTEICHOIC_ACID",0,0,0,"Up",0.97223260402859
"GOBP_REGULATION_OF_DENDRITIC_CELL_ANTIGEN_PROCESSING_AND_PRESENTATION",0,0,0,"Up",0.972426735887489
"GOBP_ANTRAL_OVARIAN_FOLLICLE_GROWTH",0,0,0,"Up",0.972708699745904
"GOBP_COENZYME_A_BIOSYNTHETIC_PROCESS",0,0,0,"Down",0.972708699745904
"GOBP_MANNOSYLATION",0,0,0,"Up",0.972708699745904
"GOBP_REGULATION_OF_GTPASE_ACTIVITY",0,0,0,"Down",0.972708699745904
"GOBP_REGULATION_OF_LONG_TERM_NEURONAL_SYNAPTIC_PLASTICITY",0,0,0,"Up",0.972708699745904
"GOBP_REGULATION_OF_VESICLE_SIZE",0,0,0,"Up",0.972708699745904
"GOBP_TRNA_WOBBLE_BASE_MODIFICATION",0,0,0,"Down",0.972708699745904
"GOBP_VIRAL_LIFE_CYCLE",0,0,0,"Down",0.972708699745904
"GOBP_CELLULAR_RESPONSE_TO_IONIZING_RADIATION",0,0,0,"Down",0.973825868438297
"GOBP_NEGATIVE_REGULATION_OF_PROTEIN_POLYMERIZATION",0,0,0,"Up",0.973885934757138
"GOBP_PROTEIN_K48_LINKED_UBIQUITINATION",0,0,0,"Up",0.973885934757138
"GOBP_PROTEIN_LOCALIZATION_TO_SYNAPSE",0,0,0,"Up",0.973885934757138
"GOBP_RESPONSE_TO_REDOX_STATE",0,0,0,"Up",0.973885934757138
"GOBP_CELLULAR_RESPONSE_TO_X_RAY",0,0,0,"Down",0.97460534891873
"GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN",0,0,0,"Down",0.97460534891873
"GOBP_TRANSITION_METAL_ION_TRANSPORT",0,0,0,"Up",0.97460534891873
"GOBP_DEFENSE_RESPONSE_TO_TUMOR_CELL",0,0,0,"Down",0.974983251645739
"GOBP_NEGATIVE_REGULATION_OF_MACROPHAGE_CYTOKINE_PRODUCTION",0,0,0,"Up",0.9749886816774
"GOBP_NEUTROPHIL_HOMEOSTASIS",0,0,0,"Up",0.9749886816774
"GOBP_ACTIVATED_T_CELL_PROLIFERATION",0,0,0,"Down",0.97506537388167
"GOBP_DNA_MODIFICATION",0,0,0,"Down",0.975169882590873
"GOBP_GOLGI_ORGANIZATION",0,0,0,"Up",0.975169882590873
"GOBP_NEUROTROPHIN_TRK_RECEPTOR_SIGNALING_PATHWAY",0,0,0,"Down",0.975169882590873
"GOBP_PHOSPHATIDYLINOSITOL_PHOSPHATE_BIOSYNTHETIC_PROCESS",0,0,0,"Down",0.975169882590873
"GOBP_POSITIVE_REGULATION_OF_CALCINEURIN_MEDIATED_SIGNALING",0,0,0,"Up",0.975169882590873
"GOBP_REGULATION_OF_CHRONIC_INFLAMMATORY_RESPONSE",0,0,0,"Down",0.975169882590873
"GOBP_REGULATION_OF_INNATE_IMMUNE_RESPONSE",0,0,0,"Up",0.975169882590873
"GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY",0,0,0,"Up",0.975169882590873
"GOBP_RESPONSE_TO_L_GLUTAMATE",0,0,0,"Down",0.975169882590873
"GOBP_RESPONSE_TO_TUMOR_NECROSIS_FACTOR",0,0,0,"Down",0.975169882590873
"GOBP_POSITIVE_REGULATION_OF_ACTIVATED_T_CELL_PROLIFERATION",0,0,0,"Down",0.975921799827815
"GOBP_RESPIRATORY_ELECTRON_TRANSPORT_CHAIN",0,0,0,"Down",0.975921799827815
"GOBP_SUBSTANTIA_NIGRA_DEVELOPMENT",0,0,0,"Down",0.975921799827815
"GOBP_WATER_SOLUBLE_VITAMIN_METABOLIC_PROCESS",0,0,0,"Up",0.975921799827815
"GOBP_NUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS",0,0,0,"Down",0.976200081996896
"GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_POTENTIAL",0,0,0,"Down",0.976200081996896
"GOBP_PROTEIN_LOCALIZATION_TO_CILIUM",0,0,0,"Up",0.976716080620181
"GOBP_RECEPTOR_METABOLIC_PROCESS",0,0,0,"Down",0.976755127928662
"GOBP_REGULATION_OF_SYNAPTIC_VESICLE_ENDOCYTOSIS",0,0,0,"Up",0.976755127928662
"GOBP_PHOSPHOLIPID_TRANSPORT",0,0,0,"Down",0.976946320341412
"GOBP_GLIAL_CELL_DEVELOPMENT",0,0,0,"Up",0.977263441552498
"GOBP_ACTIN_NUCLEATION",0,0,0,"Up",0.97746768114876
"GOBP_CELLULAR_RESPONSE_TO_FATTY_ACID",0,0,0,"Up",0.97746768114876
"GOBP_NEGATIVE_REGULATION_OF_GLUCOSE_IMPORT",0,0,0,"Down",0.97746768114876
"GOBP_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS",0,0,0,"Up",0.97746768114876
"GOBP_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_SIGNALING_PATHWAY",0,0,0,"Up",0.97746768114876
"GOBP_REGULATION_OF_DNA_REPLICATION",0,0,0,"Down",0.97746768114876
"GOBP_REGULATION_OF_EXOSOMAL_SECRETION",0,0,0,"Down",0.97746768114876
"GOBP_G_PROTEIN_COUPLED_ACETYLCHOLINE_RECEPTOR_SIGNALING_PATHWAY",0,0,0,"Down",0.979086367187281
"GOBP_MYOTUBE_DIFFERENTIATION",0,0,0,"Down",0.979124435165179
"GOBP_ACTIN_CROSSLINK_FORMATION",0,0,0,"Up",0.979285592841212
"GOBP_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE",0,0,0,"Up",0.979285592841212
"GOBP_AMIDE_TRANSPORT",0,0,0,"Up",0.979285592841212
"GOBP_MITOTIC_DNA_REPLICATION",0,0,0,"Up",0.980479400068557
"GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_ACTIVATION",0,0,0,"Up",0.980479400068557
"GOBP_CELLULAR_COMPONENT_MAINTENANCE",0,0,0,"Up",0.980814674183664
"GOBP_DNA_CATABOLIC_PROCESS",0,0,0,"Down",0.980814674183664
"GOBP_REGULATION_OF_AUTOPHAGOSOME_MATURATION",0,0,0,"Up",0.980814674183664
"GOBP_REGULATION_OF_LAMELLIPODIUM_ORGANIZATION",0,0,0,"Down",0.980814674183664
"GOBP_POSITIVE_REGULATION_OF_BROWN_FAT_CELL_DIFFERENTIATION",0,0,0,"Up",0.981470871215883
"GOBP_CANONICAL_WNT_SIGNALING_PATHWAY",0,0,0,"Down",0.981913804596779
"GOBP_MONOCYTE_CHEMOTACTIC_PROTEIN_1_PRODUCTION",0,0,0,"Up",0.981913804596779
"GOBP_LUTEINIZATION",0,0,0,"Down",0.981929276031182
"GOBP_NEUROTROPHIN_SIGNALING_PATHWAY",0,0,0,"Down",0.981929276031182
"GOBP_POSITIVE_REGULATION_OF_LIPID_STORAGE",0,0,0,"Up",0.981929276031182
"GOBP_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE",0,0,0,"Down",0.981929276031182
"GOBP_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY",0,0,0,"Up",0.981979273223636
"GOBP_ANIMAL_ORGAN_REGENERATION",0,0,0,"Up",0.981979273223636
"GOBP_BERGMANN_GLIAL_CELL_DIFFERENTIATION",0,0,0,"Down",0.981979273223636
"GOBP_CELL_MIGRATION_IN_HINDBRAIN",0,0,0,"Down",0.981979273223636
"GOBP_COMMISSURAL_NEURON_AXON_GUIDANCE",0,0,0,"Down",0.981979273223636
"GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE",0,0,0,"Down",0.981979273223636
"GOBP_HEPARAN_SULFATE_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS",0,0,0,"Up",0.981979273223636
"GOBP_INSULIN_SECRETION",0,0,0,"Up",0.981979273223636
"GOBP_MANGANESE_ION_TRANSPORT",0,0,0,"Up",0.981979273223636
"GOBP_MEIOTIC_SPINDLE_ORGANIZATION",0,0,0,"Up",0.981979273223636
"GOBP_MYELIN_ASSEMBLY",0,0,0,"Up",0.981979273223636
"GOBP_MYOBLAST_DIFFERENTIATION",0,0,0,"Down",0.981979273223636
"GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT",0,0,0,"Down",0.981979273223636
"GOBP_NEGATIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY",0,0,0,"Down",0.981979273223636
"GOBP_NEUROMUSCULAR_PROCESS_CONTROLLING_BALANCE",0,0,0,"Down",0.981979273223636
"GOBP_PEPTIDYL_TYROSINE_MODIFICATION",0,0,0,"Down",0.981979273223636
"GOBP_PHAGOLYSOSOME_ASSEMBLY",0,0,0,"Up",0.981979273223636
"GOBP_PLASMA_MEMBRANE_REPAIR",0,0,0,"Down",0.981979273223636
"GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_CYTOKINE_PRODUCTION",0,0,0,"Down",0.981979273223636
"GOBP_POSITIVE_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",0,0,0,"Down",0.981979273223636
