"set","same_direction_bh_timepoints","opposite_direction_bh_timepoints","both_bh_timepoints","pah_direction","pah_fdr"
"GOBP_CYTOPLASMIC_TRANSLATION",4,0,4,"Down",1.72357955527943e-12
"GOBP_OXYGEN_TRANSPORT",1,2,3,"Up",9.28652082761669e-06
"GOBP_RIBOSOME_ASSEMBLY",3,0,3,"Down",0.0124675418458599
"GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS",3,0,3,"Down",0.0183028041164248
"GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS",3,0,3,"Down",0.0274916828108955
"GOBP_RIBOSOME_BIOGENESIS",3,0,3,"Down",0.0466400560887761
"GOBP_HYDROGEN_PEROXIDE_CATABOLIC_PROCESS",0,2,2,"Up",0.000841887089799622
"GOBP_HYDROGEN_PEROXIDE_METABOLIC_PROCESS",1,1,2,"Up",0.0144853858062981
"GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS",2,0,2,"Down",0.0144853858062981
"GOBP_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_STRESS",0,2,2,"Down",0.0274916828108955
"GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_IN_RESPONSE_TO_STRESS",0,2,2,"Down",0.0304316717159628
"GOBP_REGULATION_OF_TRANSLATION_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS",0,2,2,"Down",0.0304316717159628
"GOBP_COMPLEMENT_RECEPTOR_MEDIATED_SIGNALING_PATHWAY",1,0,1,"Up",0.00380484662672414
"GOBP_PROTEIN_RNA_COMPLEX_ORGANIZATION",1,0,1,"Down",0.00532742372438563
"GOBP_PLATELET_ACTIVATION",1,0,1,"Up",0.0124675418458599
"GOBP_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY",1,0,1,"Down",0.0144853858062981
"GOBP_HEMOSTASIS",1,0,1,"Up",0.0208435621422293
"GOBP_POSITIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY",0,1,1,"Down",0.0210440951174213
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY",1,0,1,"Down",0.0271923273247527
"GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_HEAT",0,1,1,"Down",0.0297577370649745
"GOBP_PLATELET_AGGREGATION",1,0,1,"Up",0.0420398301901941
"GOBP_ALPHA_BETA_T_CELL_DIFFERENTIATION",0,0,0,"Down",0.00390561429870381
"GOBP_B_CELL_APOPTOTIC_PROCESS",0,0,0,"Down",0.0124675418458599
"GOBP_NEGATIVE_REGULATION_OF_B_CELL_APOPTOTIC_PROCESS",0,0,0,"Down",0.0124675418458599
"GOBP_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION",0,0,0,"Down",0.0124675418458599
"GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION",0,0,0,"Down",0.0124675418458599
"GOBP_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME",0,0,0,"Down",0.0124675418458599
"GOBP_RNA_SPLICING",0,0,0,"Down",0.0124675418458599
"GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION",0,0,0,"Down",0.0144853858062981
"GOBP_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION",0,0,0,"Down",0.0144853858062981
"GOBP_REGULATION_OF_RNA_SPLICING",0,0,0,"Down",0.0144853858062981
"GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS",0,0,0,"Down",0.0144853858062981
"GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION",0,0,0,"Down",0.0153872820332227
"GOBP_CIRCADIAN_REGULATION_OF_GENE_EXPRESSION",0,0,0,"Down",0.0153872820332227
"GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY",0,0,0,"Down",0.0182551982302563
"GOBP_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION",0,0,0,"Down",0.0187616960704117
"GOBP_TRANSLATIONAL_INITIATION",0,0,0,"Down",0.0208435621422293
"GOBP_T_CELL_DIFFERENTIATION_IN_THYMUS",0,0,0,"Down",0.0208435621422293
"GOBP_T_CELL_DIFFERENTIATION",0,0,0,"Down",0.0255024206062031
"GOBP_ALPHA_BETA_T_CELL_ACTIVATION",0,0,0,"Down",0.0271923273247527
"GOBP_REGULATION_OF_B_CELL_APOPTOTIC_PROCESS",0,0,0,"Down",0.0271923273247527
"GOBP_SPLICEOSOMAL_COMPLEX_ASSEMBLY",0,0,0,"Down",0.0274916828108955
"GOBP_POSITIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY",0,0,0,"Down",0.03088777774192
"GOBP_REGULATION_OF_MRNA_PROCESSING",0,0,0,"Down",0.03088777774192
"GOBP_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE",0,0,0,"Down",0.0316484265186611
"GOBP_REGULATION_OF_P38MAPK_CASCADE",0,0,0,"Down",0.0331206027630697
"GOBP_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION",0,0,0,"Down",0.0338194424521234
"GOBP_NK_T_CELL_DIFFERENTIATION",0,0,0,"Down",0.0346462830358726
"GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY",0,0,0,"Down",0.0366540122318812
"GOBP_T_CELL_RECEPTOR_SIGNALING_PATHWAY",0,0,0,"Down",0.0370977927281298
"GOBP_VIRAL_TRANSLATION",0,0,0,"Down",0.0370977927281298
"GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_TETHERING_OR_ROLLING",0,0,0,"Up",0.0393771261141836
"GOBP_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION",0,0,0,"Down",0.0393916944275202
"GOBP_T_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE",0,0,0,"Down",0.0393916944275202
"GOBP_B_CELL_HOMEOSTASIS",0,0,0,"Down",0.0420398301901941
"GOBP_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_PROLIFERATION",0,0,0,"Down",0.0420398301901941
"GOBP_MRNA_PROCESSING",0,0,0,"Down",0.0480217281371811
"GOBP_THYMIC_T_CELL_SELECTION",0,0,0,"Down",0.0532629864671306
"GOBP_INTERLEUKIN_4_PRODUCTION",0,0,0,"Down",0.0547793253495934
"GOBP_CELLULAR_RESPONSE_TO_ARSENIC_CONTAINING_SUBSTANCE",0,0,0,"Down",0.0548899432073732
"GOBP_P38MAPK_CASCADE",0,0,0,"Down",0.0548899432073732
"GOBP_RIBOSOMAL_SMALL_SUBUNIT_ASSEMBLY",0,0,0,"Down",0.0548899432073732
"GOBP_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY",0,0,0,"Down",0.0556153477588152
"GOBP_INTERLEUKIN_2_PRODUCTION",0,0,0,"Down",0.0556153477588152
"GOBP_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION",0,0,0,"Down",0.0589900007417265
"GOBP_MATURATION_OF_LSU_RRNA",0,0,0,"Down",0.0643735717877957
"GOBP_FORMATION_OF_CYTOPLASMIC_TRANSLATION_INITIATION_COMPLEX",0,0,0,"Down",0.0784577694635084
"GOBP_NEGATIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE",0,0,0,"Down",0.0784577694635084
"GOBP_NEGATIVE_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION",0,0,0,"Down",0.0784577694635084
"GOBP_NEGATIVE_REGULATION_OF_RNA_SPLICING",0,0,0,"Down",0.0784577694635084
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS",0,0,0,"Down",0.0784577694635084
"GOBP_POSITIVE_REGULATION_OF_HEMOPOIESIS",0,0,0,"Down",0.081054585604757
"GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR",0,0,0,"Down",0.081054585604757
"GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION",0,0,0,"Down",0.084586839397516
"GOBP_REGULATION_OF_TRANSLATIONAL_INITIATION",0,0,0,"Down",0.0863222600697148
"GOBP_REGULATION_OF_T_HELPER_CELL_DIFFERENTIATION",0,0,0,"Down",0.0863222600697148
"GOBP_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION",0,0,0,"Down",0.0941767317749597
"GOBP_NEGATIVE_REGULATION_OF_DEPHOSPHORYLATION",0,0,0,"Down",0.0968275352040107
"GOBP_U2_TYPE_PRESPLICEOSOME_ASSEMBLY",0,0,0,"Down",0.100218788334376
"GOBP_RESPONSE_TO_ARSENIC_CONTAINING_SUBSTANCE",0,0,0,"Down",0.108951258341924
"GOBP_CYTOPLASMIC_TRANSLATIONAL_INITIATION",0,0,0,"Down",0.110000110922277
"GOBP_HOMOTYPIC_CELL_CELL_ADHESION",0,0,0,"Up",0.110000110922277
"GOBP_I_KAPPAB_PHOSPHORYLATION",0,0,0,"Up",0.110000110922277
"GOBP_REGULATION_OF_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME",0,0,0,"Down",0.110000110922277
"GOBP_REGULATION_OF_MIRNA_METABOLIC_PROCESS",0,0,0,"Down",0.110000110922277
"GOBP_REGULATION_OF_T_CELL_CHEMOTAXIS",0,0,0,"Up",0.110000110922277
"GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR",0,0,0,"Down",0.119406228380978
"GOBP_REGULATION_OF_PLATELET_ACTIVATION",0,0,0,"Up",0.120795114343578
"GOBP_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING",0,0,0,"Down",0.123459172087152
"GOBP_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION",0,0,0,"Down",0.130112244168551
"GOBP_POSITIVE_REGULATION_OF_TRANSLATION",0,0,0,"Down",0.130112244168551
"GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR",0,0,0,"Down",0.133761088846555
"GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR",0,0,0,"Down",0.137086611560707
"GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR",0,0,0,"Down",0.138790465711077
"GOBP_REGULATION_OF_NCRNA_TRANSCRIPTION",0,0,0,"Down",0.147647662591372
"GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME",0,0,0,"Down",0.148519556211492
"GOBP_T_CELL_SELECTION",0,0,0,"Down",0.148519556211492
"GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_STRESS",0,0,0,"Down",0.151206137127765
"GOBP_PERK_MEDIATED_UNFOLDED_PROTEIN_RESPONSE",0,0,0,"Down",0.151313191262055
"GOBP_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION",0,0,0,"Down",0.151313191262055
"GOBP_THROMBIN_ACTIVATED_RECEPTOR_SIGNALING_PATHWAY",0,0,0,"Up",0.151313191262055
"GOBP_T_HELPER_17_CELL_DIFFERENTIATION",0,0,0,"Down",0.151313191262055
"GOBP_CELLULAR_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN",0,0,0,"Down",0.157621065182483
"GOBP_CELLULAR_RESPONSE_TO_UNFOLDED_PROTEIN",0,0,0,"Down",0.15826836753079
"GOBP_MAMMARY_GLAND_EPITHELIAL_CELL_DIFFERENTIATION",0,0,0,"Down",0.15826836753079
"GOBP_POSITIVE_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY",0,0,0,"Down",0.15826836753079
"GOBP_CD8_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION",0,0,0,"Down",0.164044531459538
"GOBP_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE",0,0,0,"Down",0.164277260744425
"GOBP_NEGATIVE_REGULATION_OF_PROTEIN_UBIQUITINATION",0,0,0,"Down",0.165381257299475
"GOBP_PHOTOPERIODISM",0,0,0,"Down",0.165381257299475
"GOBP_POSITIVE_REGULATION_OF_T_HELPER_CELL_DIFFERENTIATION",0,0,0,"Down",0.181086359920874
"GOBP_HEAD_MORPHOGENESIS",0,0,0,"Down",0.183892759242927
"GOBP_ENTRAINMENT_OF_CIRCADIAN_CLOCK",0,0,0,"Down",0.192187638838043
"GOBP_NEGATIVE_REGULATION_OF_DNA_REPAIR",0,0,0,"Down",0.192187638838043
"GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS",0,0,0,"Down",0.192187638838043
"GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION",0,0,0,"Down",0.192187638838043
"GOBP_POSITIVE_REGULATION_OF_MIRNA_METABOLIC_PROCESS",0,0,0,"Down",0.192187638838043
"GOBP_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY",0,0,0,"Up",0.192187638838043
"GOBP_REGULATION_OF_HETEROTYPIC_CELL_CELL_ADHESION",0,0,0,"Down",0.192187638838043
"GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY",0,0,0,"Down",0.195418375009548
"GOBP_MONONUCLEAR_CELL_DIFFERENTIATION",0,0,0,"Down",0.197692756088701
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING",0,0,0,"Down",0.197692756088701
"GOBP_IRES_DEPENDENT_VIRAL_TRANSLATIONAL_INITIATION",0,0,0,"Down",0.206233950098374
"GOBP_POSITIVE_T_CELL_SELECTION",0,0,0,"Down",0.207729044486931
"GOBP_REGULATION_OF_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY",0,0,0,"Down",0.207729044486931
"GOBP_CELLULAR_RESPONSE_TO_GLUCOSE_STARVATION",0,0,0,"Down",0.211381412412116
"GOBP_T_HELPER_17_TYPE_IMMUNE_RESPONSE",0,0,0,"Down",0.216867065408399
"GOBP_DEOXYRIBONUCLEOSIDE_METABOLIC_PROCESS",0,0,0,"Up",0.227403761506661
"GOBP_PLATELET_MORPHOGENESIS",0,0,0,"Up",0.227403761506661
"GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR_RESULTING_IN_CELL_CYCLE_ARREST",0,0,0,"Down",0.228114102432387
"GOBP_MITOTIC_G1_S_TRANSITION_CHECKPOINT_SIGNALING",0,0,0,"Down",0.228114102432387
"GOBP_PROTEIN_FOLDING_IN_ENDOPLASMIC_RETICULUM",0,0,0,"Down",0.229139030092446
"GOBP_REGULATION_OF_MIRNA_TRANSCRIPTION",0,0,0,"Down",0.229139030092446
"GOBP_RRNA_METABOLIC_PROCESS",0,0,0,"Down",0.229139030092446
"GOBP_NEGATIVE_REGULATION_BY_HOST_OF_VIRAL_TRANSCRIPTION",0,0,0,"Down",0.233248842456015
"GOBP_POSITIVE_REGULATION_OF_AMIDE_METABOLIC_PROCESS",0,0,0,"Down",0.233248842456015
"GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION",0,0,0,"Down",0.236195577695585
"GOBP_G_PROTEIN_COUPLED_PURINERGIC_RECEPTOR_SIGNALING_PATHWAY",0,0,0,"Up",0.246341325542569
"GOBP_FACE_MORPHOGENESIS",0,0,0,"Down",0.253293253587487
"GOBP_TOLL_LIKE_RECEPTOR_7_SIGNALING_PATHWAY",0,0,0,"Up",0.259386854395021
"GOBP_HEMOGLOBIN_METABOLIC_PROCESS",0,0,0,"Up",0.265624367821847
"GOBP_KERATINOCYTE_DEVELOPMENT",0,0,0,"Down",0.269059496597833
"GOBP_NCRNA_TRANSCRIPTION",0,0,0,"Down",0.273477023498719
"GOBP_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION",0,0,0,"Down",0.273544750897033
"GOBP_NUCLEOSOME_ORGANIZATION",0,0,0,"Down",0.276761061168759
"GOBP_POST_EMBRYONIC_DEVELOPMENT",0,0,0,"Down",0.276761061168759
"GOBP_RIBOSOMAL_LARGE_SUBUNIT_ASSEMBLY",0,0,0,"Down",0.276761061168759
"GOBP_CIRCADIAN_RHYTHM",0,0,0,"Down",0.276936795453048
"GOBP_PROTEIN_ACYLATION",0,0,0,"Down",0.279942200457222
"GOBP_RESOLUTION_OF_MEIOTIC_RECOMBINATION_INTERMEDIATES",0,0,0,"Up",0.279942200457222
"GOBP_SPLICEOSOMAL_SNRNP_ASSEMBLY",0,0,0,"Down",0.280111590386266
"GOBP_GLYCEROL_ETHER_METABOLIC_PROCESS",0,0,0,"Up",0.28179102201445
"GOBP_POSITIVE_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION",0,0,0,"Down",0.28179102201445
"GOBP_RNA_EXPORT_FROM_NUCLEUS",0,0,0,"Down",0.28179102201445
"GOBP_POST_EMBRYONIC_ANIMAL_ORGAN_DEVELOPMENT",0,0,0,"Down",0.28283102041551
"GOBP_PROTEIN_LOCALIZATION_TO_CONDENSED_CHROMOSOME",0,0,0,"Up",0.28283102041551
"GOBP_REGULATION_OF_BODY_FLUID_LEVELS",0,0,0,"Up",0.28283102041551
"GOBP_ER_NUCLEUS_SIGNALING_PATHWAY",0,0,0,"Down",0.285422508041255
"GOBP_POSITIVE_REGULATION_OF_P38MAPK_CASCADE",0,0,0,"Down",0.293822915206
"GOBP_REGULATION_OF_T_HELPER_17_CELL_DIFFERENTIATION",0,0,0,"Down",0.293822915206
"GOBP_POSITIVE_REGULATION_OF_CELLULAR_EXTRAVASATION",0,0,0,"Up",0.294105428599449
"GOBP_TRNA_5_LEADER_REMOVAL",0,0,0,"Up",0.294105428599449
"GOBP_MATURE_B_CELL_DIFFERENTIATION",0,0,0,"Down",0.297034099460608
"GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS",0,0,0,"Down",0.297034099460608
"GOBP_T_CELL_EXTRAVASATION",0,0,0,"Up",0.297034099460608
"GOBP_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS",0,0,0,"Down",0.301789389376809
"GOBP_FATTY_ACYL_COA_METABOLIC_PROCESS",0,0,0,"Up",0.311571972372483
"GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_PEPTIDE_ANTIGEN",0,0,0,"Down",0.312036156538506
"GOBP_NEGATIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION",0,0,0,"Down",0.312036156538506
"GOBP_NEGATIVE_REGULATION_OF_EXOCYTOSIS",0,0,0,"Up",0.312036156538506
"GOBP_NEGATIVE_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION",0,0,0,"Down",0.312036156538506
"GOBP_POSITIVE_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY",0,0,0,"Down",0.312036156538506
"GOBP_G_PROTEIN_COUPLED_PURINERGIC_NUCLEOTIDE_RECEPTOR_SIGNALING_PATHWAY",0,0,0,"Up",0.313308744460323
"GOBP_INTEGRATED_STRESS_RESPONSE_SIGNALING",0,0,0,"Down",0.313308744460323
"GOBP_MATURE_B_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE",0,0,0,"Down",0.317793084856807
"GOBP_POSITIVE_REGULATION_OF_REGULATORY_T_CELL_DIFFERENTIATION",0,0,0,"Down",0.317793084856807
"GOBP_RESPONSE_TO_LAMINAR_FLUID_SHEAR_STRESS",0,0,0,"Down",0.317793084856807
"GOBP_TETRAHYDROFOLATE_METABOLIC_PROCESS",0,0,0,"Up",0.317793084856807
"GOBP_POSITIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR",0,0,0,"Down",0.32209898295465
"GOBP_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION",0,0,0,"Down",0.341184451419526
"GOBP_POSITIVE_REGULATION_OF_T_CELL_CYTOKINE_PRODUCTION",0,0,0,"Down",0.342416794173287
"GOBP_OSTEOBLAST_PROLIFERATION",0,0,0,"Down",0.347312500098328
"GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME_CENTROMERIC_REGION",0,0,0,"Up",0.34775027166265
"GOBP_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION",0,0,0,"Down",0.355117162347544
"GOBP_REGULATION_OF_CELLULAR_EXTRAVASATION",0,0,0,"Up",0.356146715499062
"GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_CYTOKINE_PRODUCTION",0,0,0,"Down",0.359890470070422
"GOBP_CELLULAR_OXIDANT_DETOXIFICATION",0,0,0,"Up",0.365971149139497
"GOBP_HIGH_DENSITY_LIPOPROTEIN_PARTICLE_ASSEMBLY",0,0,0,"Down",0.365971149139497
"GOBP_MIRNA_METABOLIC_PROCESS",0,0,0,"Down",0.365971149139497
"GOBP_NLS_BEARING_PROTEIN_IMPORT_INTO_NUCLEUS",0,0,0,"Down",0.365971149139497
"GOBP_POSITIVE_REGULATION_OF_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY",0,0,0,"Up",0.365971149139497
"GOBP_PURINERGIC_NUCLEOTIDE_RECEPTOR_SIGNALING_PATHWAY",0,0,0,"Up",0.365971149139497
"GOBP_REGULATION_OF_T_CELL_ACTIVATION",0,0,0,"Down",0.365971149139497
"GOBP_REGULATION_OF_T_HELPER_17_TYPE_IMMUNE_RESPONSE",0,0,0,"Down",0.365971149139497
"GOBP_VIRAL_GENE_EXPRESSION",0,0,0,"Down",0.365971149139497
"GOBP_POSITIVE_THYMIC_T_CELL_SELECTION",0,0,0,"Down",0.367554545299748
"GOBP_POSITIVE_REGULATION_OF_CYTOPLASMIC_TRANSLATION",0,0,0,"Down",0.376316601364362
"GOBP_PROTEIN_ACETYLATION",0,0,0,"Down",0.376316601364362
"GOBP_POSITIVE_REGULATION_OF_MIRNA_TRANSCRIPTION",0,0,0,"Down",0.376642387288822
"GOBP_BODY_MORPHOGENESIS",0,0,0,"Down",0.381481299473207
"GOBP_NEGATIVE_REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION",0,0,0,"Down",0.381481299473207
"GOBP_REGULATION_OF_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION",0,0,0,"Down",0.382000562524668
"GOBP_LONG_CHAIN_FATTY_ACYL_COA_METABOLIC_PROCESS",0,0,0,"Up",0.383846859477024
"GOBP_CELLULAR_RESPONSE_TO_CORTICOSTEROID_STIMULUS",0,0,0,"Down",0.385628906695806
"GOBP_POSITIVE_REGULATION_OF_ERBB_SIGNALING_PATHWAY",0,0,0,"Up",0.394894539570753
"GOBP_REGULATION_OF_DNA_REPAIR",0,0,0,"Down",0.394894539570753
"GOBP_REGULATION_OF_CYTOPLASMIC_TRANSLATION",0,0,0,"Down",0.395235818605113
"GOBP_SYNAPTIC_VESICLE_LUMEN_ACIDIFICATION",0,0,0,"Up",0.395235818605113
"GOBP_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION",0,0,0,"Down",0.396450302541402
"GOBP_RESPONSE_TO_INTERFERON_BETA",0,0,0,"Up",0.396450302541402
"GOBP_NEGATIVE_REGULATION_OF_HIPPO_SIGNALING",0,0,0,"Up",0.39700423146625
"GOBP_REGULATION_OF_PROTEIN_NEDDYLATION",0,0,0,"Down",0.401036191556336
"GOBP_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_III",0,0,0,"Down",0.401036191556336
"GOBP_REGULATION_OF_VITAMIN_METABOLIC_PROCESS",0,0,0,"Down",0.401036191556336
"GOBP_REGULATION_OF_T_CELL_MIGRATION",0,0,0,"Up",0.405564944792941
"GOBP_NEGATIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS",0,0,0,"Down",0.414922761465289
"GOBP_GAMMA_DELTA_T_CELL_ACTIVATION",0,0,0,"Down",0.426198190324788
"GOBP_CELLULAR_RESPONSE_TO_INTERFERON_BETA",0,0,0,"Up",0.431335684926979
"GOBP_TRANSCRIPTION_PREINITIATION_COMPLEX_ASSEMBLY",0,0,0,"Down",0.431881409282626
"GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_PROLIFERATION",0,0,0,"Down",0.434483186764401
"GOBP_ETHER_BIOSYNTHETIC_PROCESS",0,0,0,"Up",0.434483186764401
"GOBP_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS",0,0,0,"Down",0.434483186764401
"GOBP_LYMPHOCYTE_APOPTOTIC_PROCESS",0,0,0,"Down",0.434483186764401
"GOBP_MONOACYLGLYCEROL_METABOLIC_PROCESS",0,0,0,"Up",0.434483186764401
"GOBP_NEGATIVE_REGULATION_OF_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY",0,0,0,"Up",0.434483186764401
"GOBP_NEGATIVE_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION",0,0,0,"Down",0.434483186764401
"GOBP_NEGATIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION",0,0,0,"Up",0.434483186764401
"GOBP_NEGATIVE_T_CELL_SELECTION",0,0,0,"Down",0.434483186764401
"GOBP_PEPTIDYL_SERINE_MODIFICATION",0,0,0,"Down",0.434483186764401
"GOBP_POSITIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_INITIATION",0,0,0,"Down",0.434483186764401
"GOBP_POSITIVE_REGULATION_OF_HETEROTYPIC_CELL_CELL_ADHESION",0,0,0,"Down",0.434483186764401
"GOBP_PROTEIN_HOMOTETRAMERIZATION",0,0,0,"Up",0.434483186764401
"GOBP_REGULATION_OF_COAGULATION",0,0,0,"Up",0.434483186764401
"GOBP_REGULATION_OF_DEPHOSPHORYLATION",0,0,0,"Down",0.434483186764401
"GOBP_REGULATION_OF_PHOSPHATASE_ACTIVITY",0,0,0,"Down",0.434483186764401
"GOBP_REGULATION_OF_TRANSLATION_IN_RESPONSE_TO_STRESS",0,0,0,"Down",0.434483186764401
"GOBP_REGULATORY_T_CELL_DIFFERENTIATION",0,0,0,"Down",0.434483186764401
"GOBP_SPHINGOMYELIN_BIOSYNTHETIC_PROCESS",0,0,0,"Down",0.434483186764401
"GOBP_T_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE",0,0,0,"Down",0.434483186764401
"GOBP_VIRAL_TRANSCRIPTION",0,0,0,"Down",0.434483186764401
"GOBP_CELLULAR_RESPONSE_TO_GLUCOCORTICOID_STIMULUS",0,0,0,"Down",0.435261322538987
"GOBP_FACE_DEVELOPMENT",0,0,0,"Down",0.447780174694948
"GOBP_POSITIVE_REGULATION_OF_T_HELPER_17_TYPE_IMMUNE_RESPONSE",0,0,0,"Down",0.447780174694948
