"NGenes","Direction","PValue","FDR","set","pah_camera_z"
185,"Down",0.0485292297655345,0.579555294642317,"GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION",-1.97270458083388
159,"Down",0.0487433253777164,0.580773920534952,"GOBP_PROTEIN_DNA_COMPLEX_ASSEMBLY",-1.97082998803119
10,"Down",0.0489702018498018,0.581370911859951,"GOBP_NEGATIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY",-1.96885101685887
12,"Up",0.0490177674093766,0.581370911859951,"GOBP_CARNITINE_METABOLIC_PROCESS",1.96843709384426
10,"Up",0.0492044966567635,0.582139513425875,"GOBP_REGULATION_OF_FC_RECEPTOR_MEDIATED_STIMULATORY_SIGNALING_PATHWAY",1.96681539872148
312,"Down",0.0493072055554619,0.582139513425875,"GOBP_POSITIVE_REGULATION_OF_CELLULAR_CATABOLIC_PROCESS",-1.9659255989264
15,"Down",0.0496435863092298,0.584778881456223,"GOBP_N_TERMINAL_PROTEIN_AMINO_ACID_ACETYLATION",-1.96302227081389
33,"Up",0.0498427230576975,0.585793273487633,"GOBP_VACUOLAR_ACIDIFICATION",1.96131127300662
10,"Down",0.0502153108345314,0.587637096077832,"GOBP_NUCLEAR_MRNA_SURVEILLANCE",-1.9581253074092
34,"Up",0.0502459127790495,0.587637096077832,"GOBP_POSITIVE_REGULATION_OF_T_CELL_MIGRATION",1.95786451442373
101,"Down",0.0504345219084252,0.587637096077832,"GOBP_OSTEOCLAST_DIFFERENTIATION",-1.95626009978
12,"Up",0.0504531174521773,0.587637096077832,"GOBP_GASTRO_INTESTINAL_SYSTEM_SMOOTH_MUSCLE_CONTRACTION",1.95610218813741
25,"Down",0.0507881017374662,0.588988003176663,"GOBP_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_DEVELOPMENT",-1.95326585077921
14,"Down",0.0509965876859666,0.588988003176663,"GOBP_CELLULAR_RESPONSE_TO_STEROL_DEPLETION",-1.95150848638121
49,"Up",0.0510857119451109,0.588988003176663,"GOBP_MEGAKARYOCYTE_DIFFERENTIATION",1.95075907777465
11,"Up",0.0511702807905017,0.588988003176663,"GOBP_PLANAR_CELL_POLARITY_PATHWAY_INVOLVED_IN_NEURAL_TUBE_CLOSURE",1.95004898532107
167,"Down",0.0512118553180902,0.588988003176663,"GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY",-1.94970026001535
57,"Down",0.051250933712652,0.588988003176663,"GOBP_PROTEIN_K63_LINKED_UBIQUITINATION",-1.94937268819901
19,"Down",0.0514178843291632,0.589599324066489,"GOBP_REGULATION_OF_TRIGLYCERIDE_BIOSYNTHETIC_PROCESS",-1.9479755872306
101,"Down",0.0517151398502788,0.591698829677693,"GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION",-1.94549742071848
10,"Down",0.0522174472628972,0.596066724125257,"GOBP_ER_OVERLOAD_RESPONSE",-1.94133672898679
11,"Down",0.0523572458293661,0.596066724125257,"GOBP_REGULATION_OF_TRANSCRIPTION_OF_NUCLEOLAR_LARGE_RRNA_BY_RNA_POLYMERASE_I",-1.94018471168271
26,"Up",0.0524419112871151,0.596066724125257,"GOBP_FATTY_ACYL_COA_BIOSYNTHETIC_PROCESS",1.93948827157189
14,"Down",0.0528670943865563,0.599584573753876,"GOBP_GERMINAL_CENTER_FORMATION",-1.93600495267372
15,"Down",0.0532322996015371,0.601640730446478,"GOBP_RESPONSE_TO_STEROL_DEPLETION",-1.93303164503497
64,"Down",0.0532805508923275,0.601640730446478,"GOBP_REGULATION_OF_B_CELL_PROLIFERATION",-1.93264008409757
88,"Up",0.0534338258530566,0.602059824774766,"GOBP_NEGATIVE_REGULATION_OF_VIRAL_PROCESS",1.93139821406831
10,"Down",0.0536061731832841,0.602691530605122,"GOBP_MIRNA_CATABOLIC_PROCESS",-1.9300053635856
20,"Down",0.0539299441256104,0.603802024735274,"GOBP_POSITIVE_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS",-1.92739883967205
13,"Down",0.054030505032562,0.603802024735274,"GOBP_NEGATIVE_REGULATION_BY_HOST_OF_VIRAL_PROCESS",-1.926591931018
27,"Up",0.0540823264018941,0.603802024735274,"GOBP_CGMP_MEDIATED_SIGNALING",1.92617660155026
34,"Down",0.054170932182501,0.603802024735274,"GOBP_DEVELOPMENTAL_INDUCTION",-1.92546722717632
45,"Down",0.0544774608433846,0.604377380061104,"GOBP_NEGATIVE_REGULATION_OF_LIPID_LOCALIZATION",-1.92302061570231
17,"Down",0.0544965030748492,0.604377380061104,"GOBP_POST_EMBRYONIC_ANIMAL_MORPHOGENESIS",-1.9228690060798
61,"Up",0.0545881924733606,0.604377380061104,"GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION",1.92213961542412
48,"Down",0.0546929864560513,0.604377380061104,"GOBP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS",-1.92130722791981
19,"Up",0.0548055891623999,0.604377380061104,"GOBP_REGULATION_OF_DEFENSE_RESPONSE_TO_BACTERIUM",1.92041429626155
71,"Up",0.055247753533666,0.605915847083829,"GOBP_CELLULAR_RESPONSE_TO_MECHANICAL_STIMULUS",1.91692269375362
114,"Up",0.0555800170677697,0.605915847083829,"GOBP_CELLULAR_RESPONSE_TO_TOXIC_SUBSTANCE",1.91431423170133
18,"Down",0.0557959701912034,0.605915847083829,"GOBP_PEPTIDYL_THREONINE_DEPHOSPHORYLATION",-1.9126258324317
27,"Down",0.0558116297311469,0.605915847083829,"GOBP_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY",-1.91250361232506
23,"Down",0.0559052478720914,0.605915847083829,"GOBP_NEGATIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION",-1.9117735335547
20,"Down",0.0560651521852799,0.605915847083829,"GOBP_IRE1_MEDIATED_UNFOLDED_PROTEIN_RESPONSE",-1.91052887534813
14,"Up",0.0564235164520542,0.605915847083829,"GOBP_POSITIVE_REGULATION_OF_INOSITOL_PHOSPHATE_BIOSYNTHETIC_PROCESS",1.90775015077167
10,"Down",0.0566278949866966,0.605915847083829,"GOBP_TRANSCRIPTION_INITIATION_AT_RNA_POLYMERASE_I_PROMOTER",-1.90617199031829
87,"Down",0.0568169923260148,0.605915847083829,"GOBP_SELECTIVE_AUTOPHAGY",-1.90471604382828
11,"Down",0.0568342232611641,0.605915847083829,"GOBP_REGULATION_OF_PERK_MEDIATED_UNFOLDED_PROTEIN_RESPONSE",-1.90458357556119
11,"Down",0.0568611945344434,0.605915847083829,"GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_UBIQUINOL_TO_CYTOCHROME_C",-1.90437629243783
16,"Up",0.0568699493865804,0.605915847083829,"GOBP_NEGATIVE_REGULATION_OF_PLATELET_ACTIVATION",1.90430902610135
10,"Down",0.0570624756171092,0.605915847083829,"GOBP_POSITIVE_REGULATION_OF_FEEDING_BEHAVIOR",-1.90283195882478
22,"Down",0.0570987130620661,0.605915847083829,"GOBP_ADENYLATE_CYCLASE_ACTIVATING_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY",-1.90255440774309
11,"Up",0.0573605889029566,0.605915847083829,"GOBP_BILE_ACID_SIGNALING_PATHWAY",1.90055298286323
52,"Down",0.057396893109611,0.605915847083829,"GOBP_REGULATION_OF_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE",-1.90027612265903
28,"Up",0.0574195980147913,0.605915847083829,"GOBP_POSITIVE_REGULATION_OF_COAGULATION",1.90010304635408
20,"Up",0.0575106960731476,0.605915847083829,"GOBP_KINETOCHORE_ORGANIZATION",1.89940919035446
30,"Down",0.0575499192352927,0.605915847083829,"GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_I",-1.89911072526284
15,"Up",0.0576688826245514,0.605915847083829,"GOBP_SUPPRESSION_OF_VIRAL_RELEASE_BY_HOST",1.89820651734052
10,"Down",0.0577261830598625,0.605915847083829,"GOBP_NEGATIVE_REGULATION_OF_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY",-1.89777154574348
21,"Down",0.0577876745481378,0.605915847083829,"GOBP_REGULATION_OF_BRANCHING_INVOLVED_IN_URETERIC_BUD_MORPHOGENESIS",-1.89730515863634
15,"Up",0.0578400552370153,0.605915847083829,"GOBP_REGULATION_OF_CELL_PROLIFERATION_INVOLVED_IN_KIDNEY_DEVELOPMENT",1.89690819836602
45,"Up",0.0578584710046752,0.605915847083829,"GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION",1.89676870784562
13,"Up",0.0578824835847952,0.605915847083829,"GOBP_DETECTION_OF_MOLECULE_OF_BACTERIAL_ORIGIN",1.89658687959923
406,"Up",0.0579846151174183,0.605915847083829,"GOBP_WOUND_HEALING",1.89581421808498
19,"Down",0.0588724674462087,0.613604590880727,"GOBP_PROTEIN_IMPORT_INTO_MITOCHONDRIAL_MATRIX",-1.88914451199085
67,"Down",0.0592359416219588,0.613604590880727,"GOBP_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY",-1.88643810599072
23,"Down",0.0593097557318177,0.613604590880727,"GOBP_NEGATIVE_REGULATION_OF_KERATINOCYTE_PROLIFERATION",-1.88589017529724
133,"Down",0.0594165935659554,0.613604590880727,"GOBP_POSITIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY",-1.88509810711236
32,"Down",0.0595364403071003,0.613604590880727,"GOBP_MITOCHONDRIAL_FUSION",-1.88421099938092
22,"Down",0.0595938676993181,0.613604590880727,"GOBP_NEGATIVE_REGULATION_OF_CELLULAR_SENESCENCE",-1.88378644575176
94,"Down",0.0597669738780507,0.613604590880727,"GOBP_HEMATOPOIETIC_OR_LYMPHOID_ORGAN_DEVELOPMENT",-1.88250874332236
103,"Down",0.0598671163678072,0.613604590880727,"GOBP_B_CELL_PROLIFERATION",-1.88177098919936
381,"Down",0.0599157000773172,0.613604590880727,"GOBP_REGULATION_OF_HEMOPOIESIS",-1.88141343954381
60,"Down",0.0601821743103582,0.613604590880727,"GOBP_POSITIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION",-1.8794565991033
16,"Down",0.0602167597464212,0.613604590880727,"GOBP_MORPHOGENESIS_OF_AN_ENDOTHELIUM",-1.87920314965082
29,"Down",0.0602995876908856,0.613604590880727,"GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_II",-1.87859665904619
20,"Up",0.0603297630396245,0.613604590880727,"GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_CHEMOTAXIS",1.87837587788236
11,"Down",0.0603778393496375,0.613604590880727,"GOBP_CRD_MEDIATED_MRNA_STABILIZATION",-1.8780243114543
37,"Down",0.0606135776704387,0.614794859228736,"GOBP_T_CELL_CYTOKINE_PRODUCTION",-1.8763037845672
13,"Down",0.0608936147374007,0.616428916374898,"GOBP_T_HELPER_2_CELL_CYTOKINE_PRODUCTION",-1.87426713641423
11,"Down",0.0615289585949896,0.621118084918962,"GOBP_REGULATION_OF_GAMMA_DELTA_T_CELL_ACTIVATION",-1.86967503334132
14,"Down",0.0615965069744061,0.621118084918962,"GOBP_REGULATION_OF_TRANSLATIONAL_INITIATION_IN_RESPONSE_TO_STRESS",-1.86918912327937
23,"Up",0.0621239802411821,0.625194298003033,"GOBP_POSITIVE_REGULATION_OF_INTERFERON_ALPHA_PRODUCTION",1.86540983219417
13,"Down",0.0622652892726041,0.625194298003033,"GOBP_LEUKOCYTE_AGGREGATION",-1.86440187863348
25,"Down",0.0623626185737156,0.625194298003033,"GOBP_REGULATION_OF_T_CELL_DIFFERENTIATION_IN_THYMUS",-1.86370873136936
13,"Up",0.0628248378896932,0.628124836205996,"GOBP_POSITIVE_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS",1.8604291204321
21,"Down",0.0629494984121505,0.628124836205996,"GOBP_ECTODERM_DEVELOPMENT",-1.85954802649814
108,"Down",0.0630185056583287,0.628124836205996,"GOBP_REGULATION_OF_CIRCADIAN_RHYTHM",-1.85906090703627
44,"Down",0.0634697238385382,0.631390128911684,"GOBP_POSITIVE_REGULATION_OF_MEMBRANE_PERMEABILITY",-1.85588659665265
37,"Up",0.0635897447987457,0.631390128911684,"GOBP_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE",1.8550453922271
19,"Down",0.0639138075146189,0.631505144543605,"GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR",-1.85278063097774
122,"Up",0.0639580684874685,0.631505144543605,"GOBP_CELLULAR_MODIFIED_AMINO_ACID_METABOLIC_PROCESS",1.85247204304683
33,"Up",0.0640117019742789,0.631505144543605,"GOBP_GLYCOSYL_COMPOUND_CATABOLIC_PROCESS",1.85209834609249
11,"Down",0.0640886949700822,0.631505144543605,"GOBP_PROTEIN_POLYGLUTAMYLATION",-1.85156234103944
16,"Up",0.064286539684414,0.632252628433241,"GOBP_IMP_METABOLIC_PROCESS",1.85018743243733
152,"Down",0.0646166568609676,0.634295705512112,"GOBP_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN",-1.84790106214955
35,"Down",0.064796548040383,0.634859184297363,"GOBP_MATERNAL_PLACENTA_DEVELOPMENT",-1.84665920250248
21,"Down",0.0650179477908477,0.635826459245215,"GOBP_NEGATIVE_REGULATION_OF_TRANSLATIONAL_INITIATION",-1.84513469180648
13,"Down",0.0652054474729636,0.636237357140137,"GOBP_FAT_SOLUBLE_VITAMIN_BIOSYNTHETIC_PROCESS",-1.84384695500962
95,"Up",0.0654151390433276,0.636237357140137,"GOBP_RESPONSE_TO_CHEMOKINE",1.84241041811369
11,"Down",0.0654648923673485,0.636237357140137,"GOBP_RESPONSE_TO_HYDROXYUREA",-1.84207012980316
22,"Up",0.0655509837377644,0.636237357140137,"GOBP_CHAPERONE_MEDIATED_PROTEIN_COMPLEX_ASSEMBLY",1.84148181048464
18,"Down",0.0657210048413826,0.636695267463338,"GOBP_3_UTR_MEDIATED_MRNA_DESTABILIZATION",-1.84032181252313
95,"Down",0.0661009613816771,0.63814745512877,"GOBP_REGULATION_OF_STEROID_METABOLIC_PROCESS",-1.83773840786762
24,"Up",0.0663641191656345,0.63814745512877,"GOBP_RESCUE_OF_STALLED_RIBOSOME",1.83595630570652
25,"Up",0.0663727235572826,0.63814745512877,"GOBP_FOLIC_ACID_CONTAINING_COMPOUND_METABOLIC_PROCESS",1.83589813520023
36,"Up",0.0663936448277393,0.63814745512877,"GOBP_MITOCHONDRIAL_FISSION",1.83575672160577
33,"Up",0.0665368387042969,0.63814745512877,"GOBP_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS",1.83478981226817
10,"Down",0.0666096417566399,0.63814745512877,"GOBP_POSITIVE_REGULATION_OF_DENDRITIC_CELL_CHEMOTAXIS",-1.83429887042201
22,"Down",0.067202366465016,0.638835347523729,"GOBP_CYTOPLASMIC_SEQUESTERING_OF_PROTEIN",-1.83031823329902
22,"Down",0.06732795937797,0.638835347523729,"GOBP_POSITIVE_REGULATION_OF_MUSCLE_TISSUE_DEVELOPMENT",-1.82947848591458
24,"Up",0.0674931566486575,0.638835347523729,"GOBP_PYRIMIDINE_NUCLEOSIDE_METABOLIC_PROCESS",1.82837589407319
15,"Up",0.0676535439441363,0.638835347523729,"GOBP_TRNA_5_END_PROCESSING",1.82730752835999
14,"Up",0.067729949868068,0.638835347523729,"GOBP_REGULATION_OF_ADIPOSE_TISSUE_DEVELOPMENT",1.82679930875058
69,"Down",0.0678506099593577,0.638835347523729,"GOBP_PROTEIN_INSERTION_INTO_MEMBRANE",-1.82599768892865
76,"Up",0.0678984044668033,0.638835347523729,"GOBP_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL",1.82568048456257
10,"Down",0.0679502375642153,0.638835347523729,"GOBP_PEPTIDYL_LYSINE_DIMETHYLATION",-1.82533668424095
25,"Down",0.0680214188258457,0.638835347523729,"GOBP_CEREBELLAR_PURKINJE_CELL_LAYER_DEVELOPMENT",-1.82486490206472
277,"Down",0.0681973007658849,0.638835347523729,"GOBP_RNA_CATABOLIC_PROCESS",-1.8237009129702
23,"Up",0.0683589141907357,0.638835347523729,"GOBP_NEGATIVE_REGULATION_OF_STEM_CELL_PROLIFERATION",1.82263352711129
11,"Down",0.0683918536122223,0.638835347523729,"GOBP_NUCLEAR_PORE_COMPLEX_ASSEMBLY",-1.82241623122032
21,"Up",0.0684011839220014,0.638835347523729,"GOBP_NEGATIVE_REGULATION_OF_GTPASE_ACTIVITY",1.82235469635325
10,"Down",0.0685118227333484,0.638835347523729,"GOBP_REGULATION_OF_TRANSLATIONAL_INITIATION_BY_EIF2_ALPHA_PHOSPHORYLATION",-1.82162554141716
286,"Down",0.0689571884367962,0.638835347523729,"GOBP_RHYTHMIC_PROCESS",-1.81870015262016
124,"Down",0.0689790756808939,0.638835347523729,"GOBP_REGULATION_OF_B_CELL_ACTIVATION",-1.81855678671897
31,"Up",0.0691323497980243,0.638835347523729,"GOBP_REGULATION_OF_MAST_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE",1.81755385594627
15,"Down",0.0691700904609445,0.638835347523729,"GOBP_METHYLGUANOSINE_CAP_DECAPPING",-1.81730718474024
114,"Down",0.0691927962843307,0.638835347523729,"GOBP_HISTONE_MODIFICATION",-1.81715883380011
32,"Up",0.0692533521721989,0.638835347523729,"GOBP_LIPID_DROPLET_ORGANIZATION",1.81676338082692
10,"Up",0.0693237139529593,0.638835347523729,"GOBP_REGULATION_OF_CEREBELLAR_GRANULE_CELL_PRECURSOR_PROLIFERATION",1.81630424820228
25,"Up",0.069393073636091,0.638835347523729,"GOBP_REGULATION_OF_RECEPTOR_RECYCLING",1.81585202901051
13,"Down",0.0695621771364484,0.639256673933,"GOBP_UV_DAMAGE_EXCISION_REPAIR",-1.81475104234538
40,"Down",0.0703419062476638,0.642568216447918,"GOBP_POSITIVE_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION",-1.8097026829667
63,"Up",0.0703504814545257,0.642568216447918,"GOBP_GLYCEROLIPID_CATABOLIC_PROCESS",1.80964741859855
26,"Up",0.0703893951585763,0.642568216447918,"GOBP_POSITIVE_REGULATION_OF_PROTEIN_MATURATION",1.80939670208621
10,"Down",0.0704184346792238,0.642568216447918,"GOBP_LUNG_SACCULE_DEVELOPMENT",-1.8092096778808
12,"Up",0.0705702811133286,0.64282208613424,"GOBP_INOSITOL_TRISPHOSPHATE_METABOLIC_PROCESS",1.8082327652723
19,"Up",0.0710536940793352,0.643446348767533,"GOBP_NEGATIVE_REGULATION_OF_PHAGOCYTOSIS",1.80513413859486
24,"Down",0.0711938126524954,0.643446348767533,"GOBP_CELLULAR_RESPONSE_TO_GAMMA_RADIATION",-1.80423922488305
36,"Up",0.0712872324906183,0.643446348767533,"GOBP_CELL_REDOX_HOMEOSTASIS",1.80364337000519
11,"Down",0.0713324291559139,0.643446348767533,"GOBP_REGULATION_OF_DOSAGE_COMPENSATION_BY_INACTIVATION_OF_X_CHROMOSOME",-1.80335532417508
35,"Down",0.0713607320837059,0.643446348767533,"GOBP_REGULATION_OF_CHOLESTEROL_METABOLIC_PROCESS",-1.8031750210891
12,"Down",0.0713937496092811,0.643446348767533,"GOBP_IMMATURE_B_CELL_DIFFERENTIATION",-1.80296475783004
71,"Up",0.0716893065517769,0.643446348767533,"GOBP_PHOSPHATIDYLCHOLINE_METABOLIC_PROCESS",1.8010861234775
31,"Up",0.0717591291821893,0.643446348767533,"GOBP_TETRAPYRROLE_BIOSYNTHETIC_PROCESS",1.80064324017466
41,"Down",0.0718559966431247,0.643446348767533,"GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY",-1.80002939642953
30,"Down",0.0719465714461135,0.643446348767533,"GOBP_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY",-1.79945604186524
111,"Up",0.0720321348829105,0.643446348767533,"GOBP_AMINO_ACID_CATABOLIC_PROCESS",1.79891495295798
12,"Up",0.0721285604155772,0.643446348767533,"GOBP_GLOMERULAR_MESANGIAL_CELL_PROLIFERATION",1.79830580451084
18,"Down",0.0724104951869225,0.643845974869458,"GOBP_V_D_J_RECOMBINATION",-1.79652855708419
13,"Down",0.072470021137305,0.643845974869458,"GOBP_BASE_EXCISION_REPAIR_GAP_FILLING",-1.7961540447518
26,"Down",0.0725600070379,0.643845974869458,"GOBP_REGULATION_OF_NUCLEOTIDE_EXCISION_REPAIR",-1.79558836901162
119,"Down",0.0727416181764464,0.643845974869458,"GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR",-1.79444845901771
15,"Up",0.0727944706296551,0.643845974869458,"GOBP_NEGATIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE",1.79411716015634
22,"Up",0.0729917049963396,0.644490642241956,"GOBP_MEMBRANE_REPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL",1.79288255710244
19,"Down",0.0731254237062513,0.644573250118198,"GOBP_POSITIVE_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_DEVELOPMENT",-1.79204708682645
52,"Up",0.0734714430566589,0.646023819998341,"GOBP_GLIAL_CELL_ACTIVATION",1.78989095593108
128,"Up",0.0737509385082823,0.646023819998341,"GOBP_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORT",1.78815540693339
102,"Up",0.0737775396186314,0.646023819998341,"GOBP_INTERFERON_MEDIATED_SIGNALING_PATHWAY",1.78799050569226
392,"Up",0.0738507567125768,0.646023819998341,"GOBP_SENSORY_PERCEPTION_OF_SMELL",1.78753688119233
138,"Up",0.0740357587746363,0.646023819998341,"GOBP_RESPONSE_TO_TYPE_II_INTERFERON",1.7863923167508
38,"Down",0.0740895272260911,0.646023819998341,"GOBP_POSITIVE_REGULATION_OF_DNA_BINDING",-1.78606010244188
73,"Down",0.0741624875359856,0.646023819998341,"GOBP_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS",-1.78560962409701
16,"Down",0.0745498477791576,0.648308491676802,"GOBP_IMMUNOLOGICAL_SYNAPSE_FORMATION",-1.78322399621434
108,"Down",0.0750367382427344,0.651449605212885,"GOBP_CHONDROCYTE_DIFFERENTIATION",-1.78023971581037
18,"Down",0.075270582375858,0.652387004103799,"GOBP_REGULATION_OF_HISTONE_METHYLATION",-1.77881204136059
121,"Up",0.0756464436934531,0.653872013675167,"GOBP_CHLORIDE_TRANSPORT",1.77652488695726
52,"Down",0.0756942327233455,0.653872013675167,"GOBP_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY",-1.7762347508673
345,"Up",0.0759380388127151,0.654886614253415,"GOBP_VESICLE_ORGANIZATION",1.77475688100671
36,"Down",0.0761340583254894,0.65548641910467,"GOBP_POSITIVE_REGULATION_OF_MORPHOGENESIS_OF_AN_EPITHELIUM",-1.7735714820045
14,"Up",0.0763180543734068,0.655980888586016,"GOBP_SYNAPSE_PRUNING",1.77246105615782
21,"Up",0.0766358597795026,0.657621955690666,"GOBP_BRANCHED_CHAIN_AMINO_ACID_CATABOLIC_PROCESS",1.7705482155813
146,"Down",0.0769904252744566,0.659572519334725,"GOBP_NEGATIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY",-1.76842173714567
11,"Up",0.0772989135095246,0.661122555643343,"GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY",1.76657808687527
21,"Up",0.0774784436886634,0.661566348662838,"GOBP_REGULATION_OF_RENAL_SYSTEM_PROCESS",1.7655079000646
25,"Up",0.0778011911735653,0.663229562257548,"GOBP_AMINO_ACID_ACTIVATION",1.76358905849603
10,"Up",0.0781004349989887,0.664377767772469,"GOBP_REGULATION_OF_CHROMOSOME_CONDENSATION",1.76181573692863
12,"Down",0.0781922512716972,0.664377767772469,"GOBP_REGULATION_OF_UNSATURATED_FATTY_ACID_BIOSYNTHETIC_PROCESS",-1.76127274202996
18,"Down",0.0786611632570917,0.665774319375374,"GOBP_P_BODY_ASSEMBLY",-1.75850769599643
397,"Down",0.0787768737066476,0.665774319375374,"GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS",-1.75782744702667
13,"Up",0.0788158462604461,0.665774319375374,"GOBP_NEGATIVE_REGULATION_OF_AUTOPHAGOSOME_ASSEMBLY",1.75759851469631
42,"Down",0.0788704287278564,0.665774319375374,"GOBP_REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION",-1.75727804147635
90,"Up",0.0790661715935974,0.666341410357098,"GOBP_DICARBOXYLIC_ACID_METABOLIC_PROCESS",1.75613024663481
17,"Up",0.0794092220668674,0.666359632306504,"GOBP_RESPONSE_TO_MACROPHAGE_COLONY_STIMULATING_FACTOR",1.75412423371888
47,"Down",0.0797088383423397,0.666359632306504,"GOBP_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION",-1.75237796196261
44,"Down",0.079781460019789,0.666359632306504,"GOBP_MESENCHYMAL_CELL_PROLIFERATION",-1.75195550020476
197,"Down",0.0799305379447959,0.666359632306504,"GOBP_POSITIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS",-1.75108924829286
10,"Up",0.0799574420662553,0.666359632306504,"GOBP_ENUCLEATE_ERYTHROCYTE_DIFFERENTIATION",1.75093305553582
40,"Up",0.080170919524205,0.666359632306504,"GOBP_POSITIVE_REGULATION_OF_AMINE_TRANSPORT",1.74969521671425
15,"Down",0.0802117670744561,0.666359632306504,"GOBP_POSITIVE_REGULATION_OF_HISTONE_METHYLATION",-1.7494586694734
14,"Up",0.0802160311403228,0.666359632306504,"GOBP_AMINO_ACID_BETAINE_TRANSPORT",1.7494339820063
12,"Up",0.0802254313253441,0.666359632306504,"GOBP_CYTIDINE_METABOLIC_PROCESS",1.74937956195089
78,"Up",0.0805223027487561,0.666789536206869,"GOBP_GLYCOSYL_COMPOUND_METABOLIC_PROCESS",1.74766355719828
12,"Down",0.0806180174000839,0.666789536206869,"GOBP_DORSAL_VENTRAL_AXIS_SPECIFICATION",-1.74711139369479
61,"Up",0.0809451565126197,0.666789536206869,"GOBP_ORGANIC_CATION_TRANSPORT",1.74522818751189
16,"Down",0.0810250229646673,0.666789536206869,"GOBP_REGULATION_OF_PIGMENTATION",-1.74476936768822
175,"Down",0.0810851169550895,0.666789536206869,"GOBP_APPENDAGE_DEVELOPMENT",-1.74442437945435
130,"Up",0.0811056280431135,0.666789536206869,"GOBP_DETOXIFICATION",1.74430667668789
17,"Up",0.0811811879239732,0.666789536206869,"GOBP_POSITIVE_REGULATION_OF_PROTEIN_DEPOLYMERIZATION",1.74387328507664
11,"Up",0.0813509830451738,0.666789536206869,"GOBP_POSITIVE_REGULATION_OF_VOLTAGE_GATED_POTASSIUM_CHANNEL_ACTIVITY",1.74290057817055
49,"Down",0.0816302637255632,0.666789536206869,"GOBP_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_DEVELOPMENT",-1.74130423809408
25,"Up",0.0816604324717085,0.666789536206869,"GOBP_PLASMA_MEMBRANE_PHOSPHOLIPID_SCRAMBLING",1.74113206192943
